,CA,Cred,OP,OF,Conf99,N99,PIS99,ACDS99,Conf999,N999,PIS999,ACDS999,Conf95,N95,PIS95,ACDS95
0,0.14841849148418493,0.8771127331711263,0.4781508515815088,18.94652392538524,0.9805352798053528,69.2676399026764,1.0,-1.0,1.0,73.70559610705597,1.0,-1.0,0.9562043795620438,63.13138686131387,1.0,-1.0
1,0.0748502994011976,0.9362233279919027,0.5225942481234713,21.047710213376078,0.9970059880239521,59.038922155688624,1.0,-1.0,1.0,59.7185628742515,1.0,-1.0,0.9461077844311377,52.35329341317365,1.0,-1.0
2,0.07835820895522388,0.9435407233495464,0.5152467997093185,19.820406394991327,0.9888059701492538,58.09701492537314,1.0,-1.0,0.9925373134328358,59.24626865671642,1.0,-1.0,0.9477611940298507,51.332089552238806,1.0,-1.0
3,0.15406976744186046,0.8894659435609884,0.5228536630204977,17.23075420534977,0.9941860465116279,59.895348837209305,1.0,-1.0,0.9941860465116279,60.0843023255814,1.0,-1.0,0.9418604651162791,52.06976744186046,1.0,-1.0
4,0.07088607594936709,0.8997486633459811,0.4943106521043732,18.466197504912508,0.9974683544303797,61.64556962025316,1.0,-1.0,0.9974683544303797,62.04810126582279,1.0,-1.0,0.9620253164556962,55.42784810126582,1.0,-1.0
